1	1	511	370	0.294554
1	17	511	463	0.269877
1	199	80	39	0.246572
1	17	511	273	0.237498
1	83	511	327	0.228818
148	1	364	409	0.22587
1	1	382	479	0.218312
1	1	314	395	0.217254
1	197	80	52	0.214582
169	1	343	289	0.210252
344	275	151	105	0.209929
1	11	416	324	0.206269
1	1	260	264	0.205115
1	185	82	53	0.204883
1	70	301	301	0.204307
211	27	301	305	0.202198
1	139	502	341	0.198198
1	70	481	272	0.197521
193	11	319	469	0.19699
105	99	407	305	0.195326
1	185	129	111	0.195047
114	1	375	337	0.194147
1	190	80	74	0.19286
1	39	314	274	0.190987
1	123	387	357	0.190446
1	1	260	479	0.190415
344	276	152	155	0.1902
1	31	316	213	0.190119
1	1	462	244	0.189483
1	79	302	401	0.189011
1	184	127	83	0.188847
105	274	389	157	0.18872
103	271	391	209	0.187253
1	230	68	60	0.186489
345	257	167	131	0.186028
1	147	507	237	0.185375
105	118	403	362	0.184755
394	58	70	41	0.183915
1	185	304	189	0.18344
1	245	493	235	0.182884
1	14	260	193	0.182196
110	275	191	122	0.182095
394	57	69	62	0.180537
345	326	103	49	0.180287
1	70	260	168	0.180084
1	121	129	142	0.179637
1	189	115	50	0.178678
71	45	441	305	0.178561
1	60	405	237	0.178547
1	184	509	233	0.17705
1	184	80	101	0.176722
67	1	348	395	0.174993
98	15	371	465	0.174862
1	209	82	30	0.174613
355	280	109	53	0.174124
1	71	261	241	0.173381
1	73	129	191	0.173353
1	185	302	295	0.172945
397	67	61	32	0.1721
241	1	271	411	0.171324
1	45	159	195	0.171061
1	1	175	239	0.170461
1	185	127	182	0.169983
1	122	93	141	0.168996
110	268	388	127	0.168564
1	197	89	99	0.168295
170	1	294	365	0.16731
239	270	257	109	0.16671
1	122	257	217	0.166681
148	112	361	219	0.166051
1	191	92	51	0.166035
1	186	256	228	0.165937
10	1	270	336	0.16558
1	36	217	257	0.163495
1	273	388	207	0.163422
1	183	462	191	0.163367
46	125	423	307	0.162768
207	99	305	305	0.162699
315	271	182	119	0.162473
1	117	402	217	0.162418
1	185	255	155	0.162359
241	272	256	208	0.162354
1	78	114	161	0.16232
1	76	310	195	0.162091
309	17	203	362	0.161986
1	57	93	181	0.161309
345	277	119	111	0.160812
1	221	90	69	0.160707
1	185	176	112	0.160631
103	117	363	258	0.16048
239	274	258	136	0.160382
1	183	127	64	0.160342
104	203	405	228	0.159404
345	325	112	85	0.15867
442	18	43	25	0.158504
8	69	381	337	0.158131
1	231	77	32	0.157998
105	272	284	208	0.157909
1	58	177	207	0.157428
1	95	247	181	0.15736
105	270	198	162	0.156988
1	183	177	183	0.156398
1	40	129	257	0.156271
1	185	138	295	0.156238
66	184	62	78	0.155879
1	185	177	84	0.155846
346	321	100	45	0.155621
1	36	405	173	0.155546
398	53	65	80	0.154884
1	124	135	176	0.153812
7	36	498	199	0.153748
1	101	139	138	0.153211
1	67	405	176	0.15309
160	63	352	236	0.152605
110	193	399	179	0.15188
345	162	165	218	0.151762
344	196	165	214	0.151478
64	10	351	274	0.151434
341	359	115	51	0.151411
194	246	300	234	0.151327
1	163	80	77	0.151183
1	121	115	119	0.151178
1	1	221	366	0.150898
1	222	302	175	0.150875
1	79	91	211	0.150859
1	179	89	89	0.150673
341	255	169	190	0.149574
105	112	299	368	0.14943
1	203	93	41	0.149176
361	262	104	73	0.149041
102	246	361	159	0.148962
397	52	79	47	0.148933
442	14	48	65	0.148911
282	305	19	44	0.148043
337	54	175	356	0.14799
431	151	72	72	0.147809
69	185	400	295	0.147802
207	248	301	148	0.147772
194	147	315	233	0.147552
1	124	311	189	0.147433
1	163	138	153	0.146936
1	58	286	151	0.146727
1	168	127	71	0.146654
1	269	302	127	0.146616
337	280	129	133	0.146156
67	127	245	271	0.145944
397	70	69	48	0.145824
1	182	91	130	0.145567
67	186	236	228	0.144778
1	185	209	129	0.144714
1	169	149	106	0.144713
430	161	73	49	0.144627
170	63	298	417	0.144233
127	275	131	60	0.144229
1	145	115	119	0.143689
1	124	128	250	0.14366
1	131	81	117	0.143634
1	223	112	73	0.143572
