83	116	95	107	0.250574
211	1	44	27	0.219143
99	117	78	71	0.190852
265	41	52	40	0.180213
83	1	341	279	0.179346
280	1	52	34	0.175232
83	118	112	162	0.17094
253	14	61	85	0.167392
97	118	69	63	0.164216
60	1	304	222	0.16282
98	1	268	187	0.160855
252	25	63	96	0.159975
146	1	278	320	0.158081
247	1	177	186	0.156544
253	41	68	41	0.156224
244	1	88	121	0.155724
82	1	252	279	0.155283
211	1	121	121	0.152091
148	1	61	85	0.150906
208	1	124	81	0.150783
265	34	51	54	0.150185
147	1	185	132	0.149838
253	26	64	55	0.149076
80	119	43	102	0.148743
85	119	67	102	0.148691
148	1	106	83	0.148139
105	149	60	39	0.147674
148	1	185	98	0.146662
33	118	145	105	0.146481
253	13	77	70	0.145008
149	1	275	185	0.144594
132	1	183	157	0.144178
85	1	80	221	0.143453
145	1	187	278	0.143373
85	11	339	381	0.1433
146	1	140	101	0.143277
210	1	49	68	0.143065
81	118	145	105	0.142937
81	1	191	219	0.142651
247	1	96	162	0.141587
83	103	341	183	0.141084
98	20	222	168	0.13937
242	1	92	87	0.139217
245	1	179	135	0.137204
149	1	32	82	0.136263
253	1	171	268	0.136112
346	151	49	27	0.135858
51	1	268	187	0.135773
208	1	135	185	0.134905
81	118	106	63	0.134264
97	118	80	41	0.134241
85	117	108	237	0.134113
148	1	124	149	0.132597
247	1	177	81	0.13243
385	3	39	21	0.132342
84	118	85	153	0.131806
264	1	71	81	0.131007
146	1	73	96	0.130994
243	1	136	187	0.13084
189	1	66	27	0.129762
210	1	214	309	0.129252
251	31	64	64	0.128289
265	40	51	60	0.127736
246	1	87	35	0.12739
271	1	72	33	0.126772
97	1	68	190	0.124842
105	147	60	26	0.124655
210	1	105	97	0.124639
132	1	135	181	0.124491
154	1	178	196	0.124415
299	41	15	45	0.124215
100	1	64	85	0.123904
149	1	183	391	0.123409
253	42	171	146	0.123348
148	1	127	278	0.12261
374	1	50	23	0.121896
253	26	62	132	0.121596
244	1	132	134	0.121499
262	14	52	68	0.121171
307	1	117	79	0.12099
148	1	228	256	0.120806
155	1	269	132	0.120325
281	15	50	21	0.119794
103	1	62	156	0.119467
208	1	67	67	0.118858
139	1	115	118	0.118461
98	1	175	285	0.118324
346	106	60	60	0.118148
253	25	103	97	0.117789
210	1	58	99	0.117724
60	1	212	157	0.117283
209	20	105	61	0.117195
211	1	122	37	0.11683
283	2	45	21	0.116737
103	142	66	48	0.116733
210	1	190	121	0.116376
82	117	151	163	0.116253
209	1	196	80	0.11561
103	121	64	36	0.115181
281	1	53	53	0.114999
211	1	43	53	0.11495
82	109	224	114	0.114805
285	42	123	146	0.114639
211	1	46	40	0.11448
208	19	57	51	0.11443
251	26	155	107	0.114342
98	143	95	136	0.114308
210	1	123	49	0.114141
101	166	54	24	0.114069
242	25	90	58	0.113822
83	56	93	166	0.113765
95	94	81	96	0.11258
130	1	37	82	0.112174
98	147	67	71	0.111648
32	116	160	164	0.111501
149	1	49	99	0.111405
98	107	54	25	0.110723
149	104	275	205	0.110607
339	1	85	78	0.11048
142	1	52	85	0.110381
51	118	142	213	0.110221
98	126	67	84	0.110116
343	148	81	106	0.110091
113	1	50	99	0.110075
103	144	321	164	0.110063
315	151	109	118	0.109912
257	1	76	53	0.109886
101	145	82	33	0.109488
251	29	169	136	0.109455
100	105	297	214	0.109076
245	1	73	81	0.109037
210	1	105	161	0.108811
293	41	22	40	0.108437
148	145	27	78	0.107587
54	1	122	219	0.107571
248	28	81	64	0.107167
209	1	90	29	0.107157
106	8	225	141	0.107115
339	57	67	109	0.106971
186	347	43	45	0.106944
308	41	24	40	0.106557
53	1	266	391	0.106016
97	163	68	49	0.105967
82	1	111	285	0.105796
97	109	58	81	0.105685
361	1	63	78	0.105675
98	1	153	190	0.105298
83	103	323	117	0.105288
243	1	72	157	0.104733
247	1	96	230	0.104629
97	118	94	88	0.104449
159	104	265	288	0.104366
65	105	334	287	0.104026
247	1	130	94	0.103436
56	28	260	131	0.103281
244	1	52	38	0.103186
210	33	105	53	0.103152
169	1	87	43	0.103104
205	1	105	69	0.102251
285	37	30	52	0.102223
169	28	148	105	0.102112
85	112	222	168	0.101631
345	151	56	35	0.101435
60	32	349	157	0.101329
56	1	121	154	0.101275
101	149	70	33	0.101229
250	6	81	179	0.101151
72	107	85	125	0.101147
85	131	90	51	0.101117
189	1	144	67	0.100467
56	1	260	127	0.100201
93	1	84	154	0.100196
98	117	79	125	0.100057
105	143	319	249	0.0999233
152	57	272	222	0.0999185
148	1	69	161	0.0998109
206	344	24	48	0.0996171
103	121	49	32	0.0995291
253	16	123	74	0.0994115
84	117	147	275	0.098846
102	143	293	137	0.0985362
102	143	90	176	0.0980678
252	24	78	88	0.097961
157	13	26	70	0.0979509
297	151	127	157	0.0976642
309	41	31	39	0.0972912
343	151	51	45	0.0968869
253	28	124	133	0.0968616
1	118	191	213	0.0968385
309	41	97	129	0.0963803
159	103	235	177	0.0959523
196	19	118	112	0.0954728
196	16	169	172	0.0950787
85	1	184	391	0.0949702
257	15	74	34	0.0947335
147	146	277	141	0.0946177
281	41	35	39	0.0943871
85	118	93	53	0.0942094
265	41	72	41	0.0941517
246	1	44	33	0.0941159
265	55	136	133	0.0938885
291	1	133	307	0.0938408
381	1	43	33	0.093782
1	1	180	219	0.093761
339	57	85	75	0.0936759
96	163	81	55	0.0936566
97	118	121	63	0.0936045
213	9	55	72	0.0934398
100	29	186	128	0.0934395
249	151	175	157	0.0934087
211	1	87	38	0.0932274
97	1	85	218	0.0931387
237	105	187	237	0.0930614
84	118	282	185	0.0928498
15	116	95	106	0.0928086
202	1	131	230	0.0926666
