133	429	247	463	0.999999999933173
95	429	266	549	0.959673147962024
466	292	609	455	0.887476394325578
48	103	162	154	0.860476131801575
48	94	162	214	0.800129018710017
466	94	533	180	0.761800187953651
57	26	599	549	0.745423396607036
10	9	152	163	0.737857964665380
102	480	228	526	0.710840825710025
438	377	609	446	0.700264761004356
114	480	285	549	0.690789124299950
476	309	571	343	0.667342750932713
127	412	305	526	0.663077803475674
48	9	352	232	0.639301515440374
48	9	257	146	0.616872304520126
114	463	305	515	0.600714532883067
19	412	324	549	0.594007632978488
127	412	254	480	0.588395591257529
476	94	542	146	0.574792099710915
67	86	171	172	0.538603207990992
76	515	266	549	0.521595318551056
476	309	571	412	0.513484314445137
38	17	190	206	0.494423823172167
29	69	143	154	0.492651904880284
438	309	609	377	0.487626872349782
10	9	305	77	0.478538181568168
19	429	247	515	0.474522541207838
438	326	590	429	0.474246700502744
13	252	89	355	0.472400423005654
89	435	266	469	0.472325548174628
57	86	247	154	0.463186693413892
495	23	571	57	0.450241781484855
19	120	152	163	0.440551531772592
114	343	285	549	0.432890016913676
51	160	152	229	0.430537031975357
48	94	371	206	0.424402728624437
457	326	609	549	0.424027327972466
102	389	228	526	0.420042404899101
10	9	219	343	0.410509088963264
333	309	609	446	0.405322453587197
466	386	590	429	0.400130300609271
10	17	609	197	0.398888478134315
457	343	584	366	0.378368417094714
25	11	190	103	0.366061299909558
89	423	292	492	0.363573094869758
19	9	343	540	0.363106049109031
76	446	419	549	0.360164899535814
38	77	247	232	0.357974890468079
495	343	571	377	0.348130493278932
152	429	266	515	0.339147960207328
63	114	140	160	0.338179489098009
165	57	228	80	0.325454446003520
466	386	609	498	0.318148211931362
67	34	162	154	0.315597169498010
19	146	162	206	0.315120410632594
38	463	247	532	0.311025639741044
209	429	285	549	0.310499608138718
457	275	590	395	0.304887820242542
482	297	584	366	0.294746029183425
508	297	584	435	0.285177909809629
51	80	127	183	0.280712285792778
10	60	162	249	0.280324005844453
29	9	533	120	0.275521104514985
10	94	171	429	0.273157412311292
447	103	609	446	0.272156054649484
457	355	584	469	0.271469433758343
10	26	86	369	0.259408426859284
76	86	247	549	0.252891788260068
181	9	400	249	0.252339680515557
29	94	381	300	0.251770101047583
76	480	355	526	0.250189140620385
19	480	247	515	0.246342782515059
457	403	590	446	0.245767741310377
57	77	542	257	0.239074137270702
10	197	599	455	0.237991959525149
51	23	102	46	0.236959151016163
25	92	216	183	0.230429364461279
38	60	371	154	0.229724784404119
76	297	228	549	0.228098971188321
57	120	219	154	0.224373157762607
152	9	362	94	0.223589390279526
457	297	558	503	0.223002381735764
457	223	571	446	0.216067987873339
127	458	228	549	0.213226877739613
25	103	140	137	0.209103821027804
133	429	362	480	0.208792622907407
19	60	228	146	0.208051718408101
76	103	200	232	0.201854487218923
48	94	324	137	0.200671458367613
19	9	504	352	0.198118651577627
48	17	105	137	0.198068604311898
352	9	609	446	0.196664256257741
38	103	190	292	0.191547606729670
38	86	552	172	0.187601364560399
476	343	609	395	0.187118841463884
114	429	438	515	0.185162579824801
371	352	609	480	0.183421242828551
181	17	609	69	0.182988838154434
19	9	561	60	0.182681108191803
51	366	609	549	0.182449753111427
29	412	285	472	0.180204302196109
19	103	133	120	0.177285272432239
38	126	165	183	0.176159523850997
140	92	241	137	0.176086169776742
57	154	209	206	0.175434077456171
476	9	571	163	0.171522583569149
63	92	152	126	0.169794440068340
152	9	305	180	0.168107111822006
25	229	305	549	0.168083494495063
409	94	571	137	0.167729048028351
508	343	609	458	0.159126501533198
10	60	48	317	0.159017010454042
19	112	276	163	0.156846096030466
76	435	203	526	0.156657969919027
457	317	580	352	0.154939026431461
447	86	599	146	0.154008094355608
114	60	238	163	0.153424234504857
38	94	105	146	0.150611553092844
114	446	285	480	0.149696676879258
457	17	552	472	0.148587551198291
86	463	238	506	0.146879656109929
238	403	285	532	0.146300542868379
171	69	266	137	0.145930752583849
29	17	124	403	0.145456773209478
10	120	238	206	0.145426630352141
57	17	133	223	0.141655934950893
29	17	124	94	0.141254154037203
133	77	599	377	0.141062323505260
102	69	254	80	0.139444479069451
381	297	609	343	0.138566347314855
114	43	305	129	0.137031003513569
190	17	580	283	0.137031003513569
51	80	190	137	0.136699273085712
95	69	438	480	0.136534273200152
10	206	124	377	0.136107530320435
10	197	76	335	0.135415545685309
247	446	305	549	0.134692915528286
457	94	514	129	0.133681191229842
114	9	333	377	0.131451966147810
25	103	127	240	0.130588397075649
102	526	330	549	0.128731630561292
419	257	590	489	0.128259124588263
228	154	609	523	0.127836919205224
152	69	343	223	0.125365273223041
38	80	127	126	0.125259284522318
76	389	330	503	0.124933960280138
143	26	428	129	0.122788083219911
10	120	447	232	0.122523018424267
457	283	580	343	0.121667766957459
105	317	599	480	0.121435174680321
19	26	390	94	0.120319902867692
133	17	266	77	0.119117978724370
152	92	381	137	0.117635674491081
133	412	209	532	0.117078572676173
10	17	57	515	0.116060354328408
76	51	266	189	0.115052823663502
67	9	171	309	0.112823573287709
457	103	552	120	0.112403760507626
457	326	552	377	0.111663812350971
86	17	295	103	0.110495510777060
171	17	228	86	0.110453442077543
