777	490	321	46	0.000000
773	490	321	46	0.000000
658	136	675	132	0.000000
1	1	899	834	0.061923
658	135	675	109	0.000000
676	136	675	109	0.000000
677	134	678	134	0.000000
662	134	728	133	0.000000
1	1	899	721	0.071628
1	364	536	471	0.103938
661	134	677	151	0.000000
507	365	535	470	0.075827
563	365	535	465	0.061127
565	365	535	329	0.083149
577	133	767	447	0.050508
660	146	669	121	0.000000
776	486	328	48	0.000000
579	365	535	217	0.097033
658	136	725	112	0.000000
1	134	766	701	0.073672
656	135	696	109	0.000000
776	466	434	69	0.000000
1	1	899	435	0.045645
586	136	764	303	0.060540
729	369	531	214	0.000000
1	1	638	807	0.090175
586	1	899	476	0.040096
535	365	535	386	0.099411
658	157	655	109	0.000000
578	134	766	543	0.041925
775	388	512	145	0.000000
638	132	681	141	0.000000
579	1	899	581	0.038321
658	136	728	149	0.000000
847	736	164	90	0.000000
658	146	717	120	0.000000
776	490	410	45	0.000000
196	365	535	465	0.042785
586	117	783	360	0.051832
741	390	510	191	0.000000
577	1	899	678	0.034397
734	370	530	233	0.000000
563	1	899	829	0.034682
777	370	530	130	0.000000
777	469	431	88	0.000000
539	365	535	217	0.168559
565	136	764	691	0.040414
97	1	899	829	0.051659
775	490	330	45	0.000000
523	133	767	447	0.093272
1	1	690	429	0.060302
1	376	246	432	0.152367
534	134	766	546	0.070087
795	369	531	49	0.000000
787	413	487	64	0.000000
193	1	899	829	0.030455
661	136	669	63	0.000000
661	136	668	75	0.000000
517	1	899	829	0.052738
770	489	322	56	0.000000
61	511	-137	299	0.085724
1	364	536	388	0.126033
573	679	-78	58	0.000000
534	1	899	580	0.066009
688	130	675	68	0.000000
523	1	899	480	0.086928
97	365	535	465	0.085773
775	359	541	178	0.000000
775	371	529	213	0.000000
517	134	766	697	0.062686
579	335	565	248	0.086463
196	362	538	389	0.051144
777	454	446	103	0.000000
584	1	810	341	0.042861
772	477	334	60	0.000000
571	669	-65	66	0.000000
777	412	488	124	0.000000
539	134	766	301	0.119457
639	1	871	265	0.000000
647	1	899	265	0.000000
158	1	899	751	0.037908
599	134	678	133	0.007857
582	135	676	339	0.079723
796	375	525	44	0.000000
776	489	411	66	0.000000
778	370	530	109	0.000000
269	363	537	463	0.047941
639	9	779	157	0.000000
573	669	-65	70	0.000000
1	375	245	376	0.176239
581	1	811	473	0.060044
572	677	-77	62	0.000000
658	192	618	75	0.000000
686	130	653	37	0.000000
61	514	-184	293	0.091051
641	9	793	160	0.000000
193	364	536	316	0.062691
551	365	535	170	0.120352
567	1	811	518	0.068655
639	1	801	201	0.000000
551	365	535	196	0.136627
592	1	810	246	0.043732
546	146	754	273	0.122009
579	193	707	343	0.062265
599	9	791	160	0.070728
193	1	899	476	0.053041
535	155	745	403	0.093473
1	1	70	33	0.802469
577	365	535	160	0.077632
656	136	666	103	0.000000
1	1	76	47	0.654422
777	490	410	97	0.000000
599	8	805	258	0.041239
773	490	321	67	0.000000
652	1	872	249	0.000000
658	154	707	105	0.000000
576	1	793	198	0.054583
582	135	676	300	0.088679
754	490	321	45	0.000000
775	413	487	143	0.000000
734	371	529	309	0.000000
60	525	-193	305	0.068386
640	1	810	285	0.000000
573	670	-65	64	0.000000
657	128	673	71	0.000000
270	365	535	386	0.057595
683	136	681	75	0.000000
563	193	707	491	0.057970
589	1	899	247	0.030670
787	414	486	100	0.000000
661	135	676	192	0.000000
591	1	689	227	0.104837
640	7	806	239	0.000000
647	9	863	276	0.000000
777	489	321	74	0.000000
725	371	529	272	0.000000
588	1	800	181	0.061111
736	371	529	164	0.000000
97	135	765	692	0.061680
563	1	810	244	0.038934
770	461	439	72	0.000000
599	1	881	265	0.030371
1	364	536	333	0.146699
690	146	661	62	0.000000
647	1	810	258	0.000000
578	127	686	407	0.072275
1	1	422	425	0.075082
579	232	668	350	0.062208
596	135	676	109	0.000000
678	193	617	56	0.000000
91	514	-141	293	0.074000
653	153	711	134	0.000000
578	1	815	556	0.053674
736	370	530	129	0.000000
725	338	562	245	0.000000
653	1	740	41	0.000000
595	136	677	162	0.028276
778	356	544	122	0.000000
1	1	423	808	0.135840
583	1	671	227	0.116616
195	132	768	695	0.036430
564	375	436	305	0.121585
657	155	655	89	0.000000
559	133	677	546	0.074170
1	134	766	574	0.089972
579	133	679	445	0.065769
562	120	691	353	0.105019
1	376	-3	433	0.250823
676	193	619	73	0.000000
579	190	710	314	0.067480
777	489	344	45	0.000000
766	469	431	129	0.000000
768	629	271	197	0.000000
269	1	899	829	0.034124
1	200	425	610	0.121974
1	200	9	227	0.148640
587	1	805	226	0.047602
578	1	810	675	0.046425
582	1	860	344	0.038596
587	134	729	132	0.008584
661	9	734	33	0.000000
193	1	812	438	0.065731
646	132	768	453	0.000000
650	1	779	168	0.000000
659	112	754	136	0.000000
270	365	535	324	0.068617
580	406	212	117	0.224419
639	8	892	191	0.000000
581	133	728	339	0.068201
653	1	899	207	0.000000
641	9	891	160	0.000000
688	131	674	60	0.000000
765	468	432	214	0.000000
775	464	436	203	0.000000
740	362	538	468	0.000000
676	193	618	51	0.000000
645	133	767	346	0.000000
546	349	551	207	0.131237
661	118	688	127	0.000000
561	467	433	360	0.061549
676	157	655	92	0.000000
677	133	767	449	0.000000
770	413	487	68	0.000000
539	193	707	343	0.105326
680	136	644	106	0.000000
581	136	725	286	0.079356
639	1	899	180	0.000000
683	128	689	71	0.000000
579	131	681	167	0.039369
676	144	667	149	0.000000
554	132	681	451	0.093405
775	487	413	62	0.000000
580	371	529	271	0.078148
682	135	670	53	0.000000
768	470	430	357	0.000000
801	412	488	34	0.000000
59	525	-213	286	0.075346
777	461	349	74	0.000000
581	217	683	201	0.096297
562	136	727	301	0.102133
559	135	675	616	0.065933
660	146	659	55	0.000000
676	146	719	143	0.000000
766	486	328	48	0.000000
656	136	659	124	0.000000
563	375	435	378	0.100822
269	135	765	691	0.040938
555	1	860	473	0.073273
596	146	665	121	0.009110
29	309	332	500	0.151725
851	725	175	17	0.000000
1	1	82	39	0.728567
851	723	177	17	0.000000
587	132	681	265	0.083092
525	468	432	363	0.077591
1	200	-14	139	0.156835
579	1	793	434	0.072352
775	322	578	214	0.000000
729	357	543	180	0.000000
662	135	727	196	0.000000
97	134	766	545	0.077892
591	1	899	180	0.042359
796	358	542	64	0.000000
661	4	739	37	0.000000
1	1	237	286	0.189128
777	489	327	56	0.000000
580	153	658	403	0.070951
774	486	324	77	0.000000
580	406	246	113	0.231685
19	199	-14	139	0.147656
682	146	659	67	0.000000
658	141	676	73	0.000000
775	489	411	176	0.000000
646	135	676	337	0.000000
777	466	345	70	0.000000
539	232	668	350	0.104852
551	135	726	132	0.016184
732	364	536	115	0.000000
641	1	742	41	0.000000
659	132	768	287	0.000000
783	631	269	195	0.000000
579	8	892	258	0.028448
749	489	324	45	0.000000
562	154	657	421	0.089231
770	403	497	74	0.000000
61	512	-86	298	0.075195
645	376	524	206	0.000000
270	513	-138	235	0.000000
573	670	-61	64	0.000000
641	1	899	477	0.000000
610	739	-98	28	0.000000
580	395	230	123	0.239832
604	8	781	156	0.064811
22	200	-14	85	0.195764
570	666	-62	77	0.000000
640	1	747	77	0.000000
98	512	-183	203	0.104848
539	1	899	266	0.024535
558	376	448	454	0.085183
775	486	322	49	0.000000
551	1	899	169	0.039945
597	131	732	167	0.022596
651	32	779	212	0.000000
97	581	-299	96	0.000000
79	533	-203	281	0.054445
765	488	412	186	0.000000
654	1	752	41	0.000000
641	1	787	142	0.000000
637	8	778	142	0.000000
5	199	-12	121	0.175019
641	32	714	46	0.000000
580	407	218	121	0.277906
542	1	822	829	0.055399
661	145	554	55	0.000000
777	370	530	293	0.000000
791	491	409	44	0.000000
98	529	-153	294	0.049700
429	1	899	502	0.075494
88	513	-139	262	0.082238
641	134	671	76	0.000000
576	489	411	339	0.041915
597	7	794	222	0.052023
596	365	535	115	0.031993
741	389	511	168	0.000000
513	232	668	452	0.099217
91	509	-136	241	0.093145
561	509	391	321	0.042719
580	374	437	200	0.128594
754	489	411	96	0.000000
645	371	529	457	0.000000
579	136	676	207	0.071335
777	477	339	60	0.000000
98	514	-184	164	0.112287
580	395	254	132	0.245568
578	513	133	167	0.163822
543	376	480	453	0.089620
580	406	246	132	0.276746
658	134	727	280	0.000000
677	131	673	57	0.000000
1	13	33	17	0.305024
732	376	429	99	0.000000
639	1	899	579	0.000000
641	1	788	77	0.000000
768	390	510	436	0.000000
24	470	430	365	0.060914
30	375	484	456	0.109322
546	216	684	203	0.161140
1	200	422	520	0.143776
661	141	670	82	0.000000
61	437	-63	372	0.189353
551	396	504	184	0.170392
646	130	770	407	0.000000
776	489	309	36	0.000000
496	403	202	121	0.301508
556	134	729	697	0.050099
558	375	474	433	0.081735
653	53	809	213	0.000000
563	360	435	319	0.125787
1	1	274	320	0.146255
597	8	868	291	0.029019
98	506	-176	301	0.092464
1	25	26	21	0.223521
518	406	198	119	0.349591
658	135	726	337	0.000000
656	146	553	53	0.000000
72	657	-326	150	0.000000
793	356	544	63	0.000000
1	24	31	23	0.252505
514	503	101	176	0.226918
445	155	745	426	0.092091
269	134	766	546	0.051810
1	1	238	429	0.125616
